name,pokedex_number,percentage_male,type1,type2,classification,capture_rate,base_egg_steps,abilities,experience_growth,base_happiness,hp,attack,defense,sp_attack,sp_defense,speed,generation,is_legendary,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
Crustle,558,50.0,bug,rock,Stone Home ,75,5120,"['Sturdy', 'Shell Armor', 'Weak Armor']",1000000,70,70,105,125,65,75,45,5,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
Scraggy,559,50.0,dark,fighting,Shedding ,180,3840,"['Shed Skin', 'Moxie', 'Intimidate']",1000000,35,50,75,70,35,70,48,5,0,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0
Scrafty,560,50.0,dark,fighting,Hoodlum ,90,3840,"['Shed Skin', 'Moxie', 'Intimidate']",1000000,70,65,90,115,45,115,58,5,0,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0
Sigilyph,561,50.0,psychic,flying,Avianoid ,45,5120,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",1000000,70,72,58,80,103,80,97,5,0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
Yamask,562,50.0,ghost,No Secondary Type,Spirit ,190,6400,['Mummy'],1000000,70,38,30,85,55,65,30,5,0,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
Cofagrigus,563,50.0,ghost,No Secondary Type,Coffin ,90,6400,['Mummy'],1000000,70,58,50,145,95,105,30,5,0,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
Tirtouga,564,88.1,water,rock,Prototurtle ,45,7680,"['Solid Rock', 'Sturdy', 'Swift Swim']",1000000,70,54,78,103,53,45,22,5,0,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Carracosta,565,88.1,water,rock,Prototurtle ,45,7680,"['Solid Rock', 'Sturdy', 'Swift Swim']",1000000,70,74,108,133,83,65,32,5,0,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Archen,566,88.1,rock,flying,First Bird ,45,7680,['Defeatist'],1000000,70,55,112,45,74,45,70,5,0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0
Archeops,567,88.1,rock,flying,First Bird ,45,7680,['Defeatist'],1000000,70,75,140,65,112,65,110,5,0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0
Trubbish,568,50.0,poison,No Secondary Type,Trash Bag ,190,5120,"['Stench', 'Sticky Hold', 'Aftermath']",1000000,70,50,50,62,40,62,65,5,0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
Garbodor,569,50.0,poison,No Secondary Type,Trash Heap ,60,5120,"['Stench', 'Weak Armor', 'Aftermath']",1000000,70,80,95,82,60,82,75,5,0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
Zorua,570,88.1,dark,No Secondary Type,Tricky Fox ,75,6400,['Illusion'],1059860,70,40,65,40,80,40,65,5,0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Zoroark,571,88.1,dark,No Secondary Type,Illusion Fox ,45,5120,['Illusion'],1059860,70,60,105,60,120,60,105,5,0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Minccino,572,24.6,normal,No Secondary Type,Chinchilla ,255,3840,"['Cute Charm', 'Technician', 'Skill Link']",800000,70,55,50,40,40,40,75,5,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cinccino,573,24.6,normal,No Secondary Type,Scarf ,60,3840,"['Cute Charm', 'Technician', 'Skill Link']",800000,70,75,95,60,65,60,115,5,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gothita,574,24.6,psychic,No Secondary Type,Fixation ,200,5120,"['Frisk', 'Competitive', 'Shadow Tag']",1059860,70,45,30,50,55,65,45,5,0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Gothorita,575,24.6,psychic,No Secondary Type,Manipulate ,100,5120,"['Frisk', 'Competitive', 'Shadow Tag']",1059860,70,60,45,70,75,85,55,5,0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Gothitelle,576,24.6,psychic,No Secondary Type,Astral Body ,50,5120,"['Frisk', 'Competitive', 'Shadow Tag']",1059860,70,70,55,95,95,110,65,5,0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Solosis,577,50.0,psychic,No Secondary Type,Cell ,200,5120,"['Overcoat', 'Magic Guard', 'Regenerator']",1059860,70,45,30,40,105,50,20,5,0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Duosion,578,50.0,psychic,No Secondary Type,Mitosis ,100,5120,"['Overcoat', 'Magic Guard', 'Regenerator']",1059860,70,65,40,50,125,60,30,5,0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Reuniclus,579,50.0,psychic,No Secondary Type,Multiplying ,50,5120,"['Overcoat', 'Magic Guard', 'Regenerator']",1059860,70,110,65,75,125,85,30,5,0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Ducklett,580,50.0,water,flying,Water Bird ,190,5120,"['Keen Eye', 'Big Pecks', 'Hydration']",1000000,70,62,44,50,44,50,55,5,0,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
Swanna,581,50.0,water,flying,White Bird ,45,5120,"['Keen Eye', 'Big Pecks', 'Hydration']",1000000,70,75,87,63,87,63,98,5,0,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
Vanillite,582,50.0,ice,No Secondary Type,Fresh Snow ,255,5120,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1250000,70,36,50,50,65,60,44,5,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
Vanillish,583,50.0,ice,No Secondary Type,Icy Snow ,120,5120,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1250000,70,51,65,65,80,75,59,5,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
Vanilluxe,584,50.0,ice,No Secondary Type,Snowstorm ,45,5120,"['Ice Body', 'Snow Warning', 'Weak Armor']",1250000,70,71,95,85,110,95,79,5,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
Deerling,585,50.0,normal,grass,Season ,190,5120,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",1000000,70,60,60,50,40,50,75,5,0,2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Sawsbuck,586,50.0,normal,grass,Season ,75,5120,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",1000000,70,80,100,70,60,70,95,5,0,2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Emolga,587,50.0,electric,flying,Sky Squirrel ,200,5120,"['Static', 'Motor Drive']",1000000,70,55,75,60,75,60,103,5,0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0
Karrablast,588,50.0,bug,No Secondary Type,Clamping ,200,3840,"['Swarm', 'Shed Skin', 'No Guard']",1000000,70,50,75,45,40,45,60,5,0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Escavalier,589,50.0,bug,steel,Cavalry ,75,3840,"['Swarm', 'Shell Armor', 'Overcoat']",1000000,70,70,135,105,60,105,20,5,0,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
Foongus,590,50.0,grass,poison,Mushroom ,190,5120,"['Effect Spore', 'Regenerator']",1000000,70,69,55,45,55,55,15,5,0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
Amoonguss,591,50.0,grass,poison,Mushroom ,75,5120,"['Effect Spore', 'Regenerator']",1000000,70,114,85,70,85,80,30,5,0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
Frillish,592,50.0,water,ghost,Floating ,190,5120,"['Water Absorb', 'Cursed Body', 'Damp']",1000000,70,55,40,50,65,85,40,5,0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5
Jellicent,593,50.0,water,ghost,Floating ,60,5120,"['Water Absorb', 'Cursed Body', 'Damp']",1000000,70,100,60,70,85,105,60,5,0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5
Alomomola,594,50.0,water,No Secondary Type,Caring ,75,10240,"['Healer', 'Hydration', 'Regenerator']",800000,70,165,75,80,40,45,65,5,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Joltik,595,50.0,bug,electric,Attaching ,190,5120,"['Compoundeyes', 'Unnerve', 'Swarm']",1000000,70,50,47,50,57,50,65,5,0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
Galvantula,596,50.0,bug,electric,EleSpider ,75,5120,"['Compoundeyes', 'Unnerve', 'Swarm']",1000000,70,70,77,60,97,60,108,5,0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
Ferroseed,597,50.0,grass,steel,Thorn Seed ,255,5120,['Iron Barbs'],1000000,70,44,50,91,24,86,10,5,0,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
Ferrothorn,598,50.0,grass,steel,Thorn Pod ,90,5120,"['Iron Barbs', 'Anticipation']",1000000,70,74,94,131,54,116,20,5,0,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
Klink,599,50.0,steel,No Secondary Type,Gear ,130,5120,"['Plus', 'Minus', 'Clear Body']",1059860,70,40,55,70,45,60,30,5,0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
Klang,600,50.0,steel,No Secondary Type,Gear ,60,5120,"['Plus', 'Minus', 'Clear Body']",1059860,70,60,80,95,70,85,50,5,0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
Klinklang,601,50.0,steel,No Secondary Type,Gear ,30,5120,"['Plus', 'Minus', 'Clear Body']",1059860,70,60,100,115,70,85,90,5,0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
Tynamo,602,50.0,electric,No Secondary Type,EleFish ,190,5120,['Levitate'],1250000,70,35,55,40,45,40,60,5,0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Eelektrik,603,50.0,electric,No Secondary Type,EleFish ,60,5120,['Levitate'],1250000,70,65,85,70,75,70,40,5,0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Eelektross,604,50.0,electric,No Secondary Type,EleFish ,30,5120,['Levitate'],1250000,70,85,115,80,105,80,50,5,0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Elgyem,605,50.0,psychic,No Secondary Type,Cerebral ,255,5120,"['Telepathy', 'Synchronize', 'Analytic']",1000000,70,55,55,55,85,55,30,5,0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Beheeyem,606,50.0,psychic,No Secondary Type,Cerebral ,90,5120,"['Telepathy', 'Synchronize', 'Analytic']",1000000,70,75,75,75,125,95,40,5,0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Litwick,607,50.0,ghost,fire,Candle ,190,5120,"['Flash Fire', 'Flame Body', 'Infiltrator']",1059860,70,50,30,55,65,55,20,5,0,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0
Lampent,608,50.0,ghost,fire,Lamp ,90,5120,"['Flash Fire', 'Flame Body', 'Infiltrator']",1059860,70,60,40,60,95,60,55,5,0,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0
Chandelure,609,50.0,ghost,fire,Luring ,45,5120,"['Flash Fire', 'Flame Body', 'Infiltrator']",1059860,70,60,55,90,145,90,80,5,0,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0
Axew,610,50.0,dragon,No Secondary Type,Tusk ,75,10240,"['Rivalry', 'Mold Breaker', 'Unnerve']",1250000,35,46,87,60,30,40,57,5,0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
Fraxure,611,50.0,dragon,No Secondary Type,Axe Jaw ,60,10240,"['Rivalry', 'Mold Breaker', 'Unnerve']",1250000,35,66,117,70,40,50,67,5,0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
Haxorus,612,50.0,dragon,No Secondary Type,Axe Jaw ,45,10240,"['Rivalry', 'Mold Breaker', 'Unnerve']",1250000,35,76,147,90,60,70,97,5,0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
Cubchoo,613,50.0,ice,No Secondary Type,Chill ,120,5120,"['Snow Cloak', 'Slush Rush', 'Rattled']",1000000,70,55,70,40,60,40,40,5,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
Beartic,614,50.0,ice,No Secondary Type,Freezing ,60,5120,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",1000000,70,95,130,80,70,80,50,5,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
Cryogonal,615,50.0,ice,No Secondary Type,Crystallizing ,25,6400,['Levitate'],1000000,70,80,50,50,95,135,105,5,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
Shelmet,616,50.0,bug,No Secondary Type,Snail ,200,3840,"['Hydration', 'Shell Armor', 'Overcoat']",1000000,70,50,40,85,40,65,25,5,0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Accelgor,617,50.0,bug,No Secondary Type,Shell Out ,75,3840,"['Hydration', 'Sticky Hold', 'Unburden']",1000000,70,80,70,40,100,60,145,5,0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Stunfisk,618,50.0,ground,electric,Trap ,75,5120,"['Static', 'Limber', 'Sand Veil']",1000000,70,109,66,84,81,99,32,5,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
Mienfoo,619,50.0,fighting,No Secondary Type,Martial Arts ,180,6400,"['Inner Focus', 'Regenerator', 'Reckless']",1059860,70,45,85,50,55,50,65,5,0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
Mienshao,620,50.0,fighting,No Secondary Type,Martial Arts ,45,6400,"['Inner Focus', 'Regenerator', 'Reckless']",1059860,70,65,125,60,95,60,105,5,0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
Druddigon,621,50.0,dragon,No Secondary Type,Cave ,45,7680,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",1000000,70,77,120,90,60,90,48,5,0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
Golett,622,50.0,ground,ghost,Automaton ,190,6400,"['Iron Fist', 'Klutz', 'No Guard']",1000000,70,59,74,50,35,50,35,5,0,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0
Golurk,623,50.0,ground,ghost,Automaton ,90,6400,"['Iron Fist', 'Klutz', 'No Guard']",1000000,70,89,124,80,55,80,55,5,0,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0
Pawniard,624,50.0,dark,steel,Sharp Blade ,120,5120,"['Defiant', 'Inner Focus', 'Pressure']",1000000,35,45,85,70,40,40,60,5,0,1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0
Bisharp,625,50.0,dark,steel,Sword Blade ,45,5120,"['Defiant', 'Inner Focus', 'Pressure']",1000000,35,65,125,100,60,70,70,5,0,1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0
Bouffalant,626,50.0,normal,No Secondary Type,Bash Buffalo ,45,5120,"['Reckless', 'Sap Sipper', 'Soundproof']",1000000,70,95,110,95,40,95,55,5,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rufflet,627,100.0,normal,flying,Eaglet ,190,5120,"['Keen Eye', 'Sheer Force', 'Hustle']",1250000,70,70,83,50,37,50,60,5,0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Braviary,628,100.0,normal,flying,Valiant ,60,5120,"['Keen Eye', 'Sheer Force', 'Defiant']",1250000,70,100,123,75,57,75,80,5,0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Vullaby,629,0.0,dark,flying,Diapered ,190,5120,"['Big Pecks', 'Overcoat', 'Weak Armor']",1250000,35,70,55,75,45,65,60,5,0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
Mandibuzz,630,0.0,dark,flying,Bone Vulture ,60,5120,"['Big Pecks', 'Overcoat', 'Weak Armor']",1250000,35,110,65,105,55,95,80,5,0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
Heatmor,631,50.0,fire,No Secondary Type,Anteater ,90,5120,"['Gluttony', 'Flash Fire', 'White Smoke']",1000000,70,85,97,66,105,66,65,5,0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Durant,632,50.0,bug,steel,Iron Ant ,90,5120,"['Swarm', 'Hustle', 'Truant']",1000000,70,58,109,112,48,48,109,5,0,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
Deino,633,50.0,dark,dragon,Irate ,45,10240,['Hustle'],1250000,35,52,65,50,45,50,38,5,0,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5
Zweilous,634,50.0,dark,dragon,Hostile ,45,10240,['Hustle'],1250000,35,72,85,70,65,70,58,5,0,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5
Hydreigon,635,50.0,dark,dragon,Brutal ,45,10240,['Levitate'],1250000,35,92,105,90,125,90,98,5,0,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5
Larvesta,636,50.0,bug,fire,Torch ,45,10240,"['Flame Body', 'Swarm']",1250000,70,55,85,55,50,55,60,5,0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0
Volcarona,637,50.0,bug,fire,Sun ,15,10240,"['Flame Body', 'Swarm']",1250000,70,85,60,65,135,105,100,5,0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0
Cobalion,638,50.0,steel,fighting,Iron Will ,3,20480,['Justified'],1250000,35,91,90,129,90,72,108,5,1,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0
Terrakion,639,50.0,rock,fighting,Cavern ,3,20480,['Justified'],1250000,35,91,129,90,72,90,108,5,1,0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0
Virizion,640,50.0,grass,fighting,Grassland ,3,20480,['Justified'],1250000,35,91,90,72,90,129,108,5,1,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5
Tornadus,641,100.0,flying,No Secondary Type,Cyclone ,3,30720,"['Prankster', 'Defiant', 'Regenerator']",1250000,90,79,100,80,110,90,121,5,1,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Thundurus,642,100.0,electric,flying,Bolt Strike ,3,30720,"['Prankster', 'Defiant', 'Volt Absorb']",1250000,90,79,105,70,145,80,101,5,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0
Reshiram,643,50.0,dragon,fire,Vast White ,3,30720,['Turboblaze'],1250000,0,100,120,100,150,120,90,5,1,0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
Zekrom,644,50.0,dragon,electric,Deep Black ,3,30720,['Teravolt'],1250000,0,100,150,120,120,100,90,5,1,1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5
Landorus,645,100.0,ground,flying,Abundance ,3,30720,"['Sand Force', 'Sheer Force', 'Intimidate']",1250000,90,89,145,90,105,80,91,5,1,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0
Kyurem,646,50.0,dragon,ice,Boundary ,3,30720,"['Pressure', 'Teravolt', 'Turboblaze']",1250000,0,125,120,90,170,100,95,5,1,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5
Keldeo,647,50.0,water,fighting,Colt ,3,20480,['Justified'],1250000,35,91,72,90,129,90,108,5,1,0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5
Meloetta,648,50.0,normal,psychic,Melody ,3,30720,['Serene Grace'],1250000,100,100,128,90,77,77,128,5,1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Genesect,649,50.0,bug,steel,Paleozoic ,3,30720,['Download'],1250000,0,71,120,95,120,95,99,5,1,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
Chespin,650,88.1,grass,No Secondary Type,Spiky Nut ,45,5120,"['Overgrow', 'Bulletproof']",1059860,70,56,61,65,48,45,38,6,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Quilladin,651,88.1,grass,No Secondary Type,Spiny Armor ,45,5120,"['Overgrow', 'Bulletproof']",1059860,70,61,78,95,56,58,57,6,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
